"year","variable","ensemble","model","experiment","value"
1911,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.05169723431269
1912,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",1.86674416561921
1913,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.24245554208755
1914,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",1.99473603566488
1915,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.63893400132656
1916,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",1.5617059469223
1917,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.10202972094218
1918,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.61209986607234
1919,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.20642737547557
1920,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",1.45916899045308
1921,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.31021405259768
1922,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.11065206925074
1923,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.27913055817286
1924,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",1.75262110431989
1925,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",1.98439667622248
1926,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.76081514358521
1927,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.12639231979847
1928,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",1.93834549188614
1929,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.1411301891009
1930,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",1.43795618414879
1931,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",1.74648327628771
1932,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.47999447584152
1933,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.00473550955454
1934,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",1.70802128314972
1935,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.32507880528768
1936,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.02915651599566
1937,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.08898811042309
1938,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.51304149627686
1939,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.38910785317421
1940,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.03260183334351
1941,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",1.97783958911896
1942,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.28137902418772
1943,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.03249196211497
1944,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.12889079252879
1945,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.60570807258288
1946,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.33653570214907
1947,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.55753442893426
1948,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",1.9864494005839
1949,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.72888789574305
1950,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.04937904079755
1951,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.03153510888418
1952,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.40265989303589
1953,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.15040129423141
1954,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.27683079242706
1955,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.69030418992043
1956,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.14848899841309
1957,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.57670244077841
1958,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.69368451709549
1959,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.0795027812322
1960,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.02380396922429
1961,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.53060899178187
1962,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.32696052392324
1963,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",1.06317263841629
1964,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",0.738319238026937
1965,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",1.72935695449511
1966,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.2892075975736
1967,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.30842212835948
1968,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",1.87894102931023
1969,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",1.78220738594731
1970,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.30353337526321
1971,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.39437657097975
1972,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",1.86869790156682
1973,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.16901433467865
1974,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.14028513431549
1975,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",1.80661152799924
1976,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.34531456232071
1977,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.60162186125914
1978,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.70360815276702
1979,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.77564561118682
1980,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",3.18914707998435
1981,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",1.93117833137512
1982,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",1.495767613252
1983,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",1.66495176156362
1984,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.11150326331457
1985,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.4730386286974
1986,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.27181162436803
1987,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.4017732044061
1988,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.32376804947853
1989,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.49115629990896
1990,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.23694070180257
1991,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.37744182348251
1992,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",0.767225384712219
1993,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.25130156675975
1994,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.47493994235992
1995,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.43555381894112
1996,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.92607601483663
1997,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",3.23842665739357
1998,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",3.07239878177643
1999,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.87375561396281
2000,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.59007700284322
2001,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",3.10409200191498
2002,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",2.94665787617366
2003,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",3.11792291204135
2004,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",3.22011772791545
2005,"heatflux","r3i1p1","MIROC-ESM","esmHistorical",3.19169308741887
1850,"heatflux","r3i1p1","MPI-ESM-LR","esmHistorical",0.978004574775696
1851,"heatflux","r3i1p1","MPI-ESM-LR","esmHistorical",1.28290013472239
1852,"heatflux","r3i1p1","MPI-ESM-LR","esmHistorical",0.756582538286845
1853,"heatflux","r3i1p1","MPI-ESM-LR","esmHistorical",1.09964104741812
1854,"heatflux","r3i1p1","MPI-ESM-LR","esmHistorical",1.20667487382889
